image_path,prompt,geohash
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_58_8.995308135073115_7.3642289073184.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_58_9.018377995120513_7.48458896311486.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_59_8.964833411462042_7.513712532788379.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_59_9.099185943502892_7.481614025290448.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_60_9.114014369672429_7.373675095398056.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_60_9.196330585167065_7.3350158716425655.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_61_9.041653226448606_7.577879291922669.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_61_9.079414517827834_7.475837610675921.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_62_9.025003154881146_7.474988650090554.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_62_9.103664521479761_7.367238320239968.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_63_9.006507825257943_7.636451457971656.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_63_9.129080441597042_7.389926761236815.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_64_8.975564141448457_7.481592560269367.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_64_9.175953974630671_7.340816233860997.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_65_8.983428485589988_7.489905120122793.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_65_9.018804500651065_7.61065553078669.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_66_9.011515277344287_7.6023661337766075.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_66_9.09605265007065_7.4576926505315955.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_67_9.01515445191472_7.557186311334828.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_67_9.065582063906321_7.387555780698172.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_68_9.015166668041902_7.491517506395572.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_69_9.080464934438071_7.369647872458592.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abuja_70_9.107766505129739_7.450190487294868.jpg,A street in Abuja,s1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abu_Dhabi_50_24.356687782609953_54.49767595011982.jpg,A street in AbuDhabi,th
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abu_Dhabi_50_24.4385421183329_54.57314283072586.jpg,A street in AbuDhabi,th
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abu_Dhabi_51_24.450964264461604_54.61896851705672.jpg,A street in AbuDhabi,th
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abu_Dhabi_51_24.4643345994769_54.36358581845698.jpg,A street in AbuDhabi,th
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Abu_Dhabi_52_24.529001029206086_54.69116270008018.jpg,A street in AbuDhabi,th
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_50_5.596735048983899_-0.10119422648996704.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_50_5.649443195158844_-0.1504319121483982.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_51_5.5746912651021345_-0.27392542030695527.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_51_5.653740364910709_-0.13023385394479736.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_52_5.602291343913774_-0.2275562680785364.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_52_5.649450518846525_-0.25348870501402276.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_53_5.5920748116125285_-0.21950220532088924.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_53_5.644903289252069_-0.06843771077053942.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_54_5.614671614756889_-0.17817654413362258.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_54_5.620912860713533_-0.23103673015948106.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_55_5.5599981425313185_-0.17696546581421546.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_55_5.636394192545397_-0.10420380830255563.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_56_5.563690416658985_-0.2257339405635178.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_56_5.598492034237885_-0.17575316868313898.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_57_5.658321381881165_-0.21141925486809587.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_57_5.664148240887614_-0.11829319252958648.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_58_5.5824605633712014_-0.16341915220599734.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_58_5.619731461523045_-0.23148678011893292.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_59_5.54146892821974_-0.2135980006176333.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_59_5.586647221966269_-0.22282943731120736.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_60_5.564276078889155_-0.17443451792803494.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_60_5.572541934344729_-0.20538579365808335.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_61_5.534311862695756_-0.22729892044217265.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_61_5.557765758719439_-0.15285657981082906.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_62_5.567152435143429_-0.2243858119243649.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_62_5.595731498014212_-0.08511445458792191.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_63_5.523466319989125_-0.26200061067321356.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_63_5.525918889270068_-0.25054768894025997.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_64_5.531095986482139_-0.2214120611856336.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_64_5.667838109576836_-0.22957011268741034.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_65_5.60768391450218_-0.1757721378315985.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_65_5.636881903977762_-0.12665065306567258.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_66_5.5510639017090595_-0.24882736460276283.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_66_5.6294849465383425_-0.23678568565490818.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_67_5.62966474847385_-0.26349472876980234.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_67_5.640345234321769_-0.13072308177431155.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_68_5.618268814404797_-0.0864732011676326.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_68_5.655222660109974_-0.18901085576758897.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_69_5.571052682139083_-0.19783599974881488.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_69_5.600346336575978_-0.076269860408891.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_70_5.5451961069802_-0.26890161102018306.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_70_5.62260082727946_-0.08929494366066931.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_71_5.554120727760449_-0.18971868190755758.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_71_5.644170067156203_-0.21704290628104222.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_72_5.539247458493579_-0.23917496698707677.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_72_5.569000347720771_-0.22722779351192057.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_73_5.625960097704189_-0.08383490828803089.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_74_5.537537614756646_-0.2429506091658251.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_75_5.631179370605944_-0.17673683318699485.jpg,A street in Accra,ec
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_76_5.600613168103968_-0.17477104368680257.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_77_5.624710096647172_-0.16954519705345084.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Accra_78_5.5611178230132055_-0.21012197890353096.jpg,A street in Accra,eb
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_50_31.971122738560112_35.94305391502773.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_50_32.07733021169731_35.77296729272717.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_51_31.920655866999144_35.94963983168755.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_51_32.10210718185286_35.91565483474383.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_52_31.969383995015356_35.856347784590504.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_52_32.087650881110434_36.02239955566876.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_53_31.84326084305352_35.911144744544046.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_53_31.963357637721323_35.925552724088384.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_54_31.89091015816971_35.9071320773138.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_54_31.956713158570356_35.97651509802621.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_55_31.87969038206892_35.99597260402679.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_55_32.028872213020314_35.82380988311705.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_56_31.8891676381748_35.857994648042926.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_56_32.0057252079884_36.03941516791345.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_57_31.966778181110843_35.88170856110241.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_57_32.0716182844298_36.07294498042852.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_58_31.907359206354176_35.886805261872546.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_58_32.10150911438609_35.77352846818897.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_59_31.978185697719862_35.9028043887953.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_59_32.011751586308854_35.91882428196504.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_60_31.96931886207896_35.90995018408251.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_60_31.991271931616538_35.865670391723974.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_61_31.952595019270237_35.90741666749849.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_61_31.985327546561706_35.88241294350648.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_62_31.922458644763513_35.87839841404153.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_62_31.942917425916466_35.95923625112585.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_63_31.886587481836077_35.87242860203485.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_63_32.07674326710094_35.85253031066474.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_64_31.97398719026324_35.97092675506537.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_64_31.990720171905497_35.82373241229717.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_65_32.042465310802_35.8940524025273.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amman_66_31.97972029381189_35.916494120553054.jpg,A street in Amman,sv
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_50_52.344189129187136_4.772961146002321.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_50_52.39553005189138_4.898516083119915.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_51_52.36034742567121_4.889688421311546.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_51_52.37809367145077_4.894748190665215.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_52_52.30268919168294_4.94038785581492.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_52_52.3324051827364_4.9843926900641335.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_53_52.30370435540275_4.9323854916289385.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_53_52.30985084461952_4.843943270073726.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_54_52.375443767139245_4.966805490094883.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_54_52.39375187588193_4.985967668914214.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_55_52.3475079831875_5.011359819066142.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_55_52.37655284330715_4.784131628535379.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_56_52.34328389040883_4.961834710122105.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_56_52.38621830629244_4.896247604468034.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_57_52.35252767727095_4.782612081770843.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_57_52.361293118985934_4.977495063023259.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_58_52.34351354673792_4.819187116668432.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_58_52.39679595673931_4.874073170824014.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_59_52.29702964653629_4.744961682581005.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_59_52.37174304978881_4.758554545056063.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_60_52.36372525994389_4.736896095063346.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_60_52.37379989501684_4.953562109613492.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_61_52.336986704239926_4.962476746042861.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_61_52.33863678140545_4.855416064487448.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_62_52.29076553173341_5.072107750856004.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_62_52.35384874107231_4.88815779485718.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_63_52.39572855782584_4.840099933341323.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_63_52.40586894167463_4.931066253666424.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_64_52.36975378422177_4.927821371685755.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_64_52.40494542273517_4.741768927645969.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_65_52.3464903775735_4.9248181077528255.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_65_52.370184848856894_4.934196386034295.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_66_52.28185151026164_4.956318227125844.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_66_52.31804395978299_4.86403516334686.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_67_52.31453078321868_4.809389990889156.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_67_52.35554113244167_4.953901454081839.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_68_52.31769637964833_4.8611022297724915.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_68_52.39101758094872_4.886312326125061.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_69_52.341496496065595_4.786060801989264.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_69_52.406530333392006_4.92204539575403.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_70_52.32459307331565_5.06737298653367.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_70_52.38422961238366_4.770779126032232.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_71_52.40756209421244_4.892595292601419.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_71_52.429554209872734_4.867536758354875.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_72_52.30715039060775_4.944773059022907.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_72_52.35703930550464_4.970076245779364.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_73_52.36056868673785_4.860940159759138.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_73_52.39153043930851_4.837903792343488.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_74_52.31514488162789_4.86212813675326.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_74_52.40024767971841_4.943797985195053.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_75_52.28873061990324_4.913871991748057.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_75_52.3188057309131_5.034052441247535.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_76_52.332051874125455_5.0046856376357205.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_76_52.41491127441162_4.8964700370931205.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_77_52.29044876477039_4.860507517193753.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_77_52.377536560624335_4.8076197294568175.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_78_52.350700133028134_4.751473978329088.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_78_52.3630220983851_4.9270916377055265.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_79_52.3229559342854_4.795720584193202.jpg,A street in Amsterdam,u1
C:\Users\mysoo\OneDrive\Documents\GitHub\CSE659proj\images\Amsterdam_79_52.39905316588922_4.7720381293487355.jpg,A street in Amsterdam,u1
